accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR12538549	SRP279131	new	PRJNA659851	SAMN15928603	S0070	BGT_GA03_GP13_042	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0070.R1.fastq.gz	S0070.R2.fastq.gz				
SRR12538548	SRP279131	new	PRJNA659851	SAMN15928604	S0071	BGT_GA03_GP13_043	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0071.R1.fastq.gz	S0071.R2.fastq.gz				
SRR12538547	SRP279131	new	PRJNA659851	SAMN15928605	S0072	BGT_GA03_GP13_044	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0072.R1.fastq.gz	S0072.R2.fastq.gz				
SRR12538546	SRP279131	new	PRJNA659851	SAMN15928606	S0073	BGT_GA03_GP13_045	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0073.R1.fastq.gz	S0073.R2.fastq.gz				
SRR12538545	SRP279131	new	PRJNA659851	SAMN15928607	S0074	BGT_GA03_GP13_046	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0074.R1.fastq.gz	S0074.R2.fastq.gz				
SRR12538544	SRP279131	new	PRJNA659851	SAMN15928608	S0075	BGT_GA03_GP13_047	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0075.R1.fastq.gz	S0075.R2.fastq.gz				
SRR12538543	SRP279131	new	PRJNA659851	SAMN15928609	S0076	BGT_GA03_GP13_048	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0076.R1.fastq.gz	S0076.R2.fastq.gz				
SRR12538542	SRP279131	new	PRJNA659851	SAMN15928610	S0077	BGT_GA03_GP13_049	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0077.R1.fastq.gz	S0077.R2.fastq.gz				
SRR12538541	SRP279131	new	PRJNA659851	SAMN15928611	S0078	BGT_GA03_GP13_050	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0078.R1.fastq.gz	S0078.R2.fastq.gz				
SRR12538539	SRP279131	new	PRJNA659851	SAMN15928612	S0079	BGT_GA03_GP13_051	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0079.R1.fastq.gz	S0079.R2.fastq.gz				
SRR12538538	SRP279131	new	PRJNA659851	SAMN15928613	S0080	BGT_GA03_GP13_052	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0080.R1.fastq.gz	S0080.R2.fastq.gz				
SRR12538537	SRP279131	new	PRJNA659851	SAMN15928614	S0081	BGT_GA03_GP13_053	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0081.R1.fastq.gz	S0081.R2.fastq.gz				
SRR12538536	SRP279131	new	PRJNA659851	SAMN15928615	S0082	BGT_GA03_GP13_054	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0082.R1.fastq.gz	S0082.R2.fastq.gz				
SRR12538535	SRP279131	new	PRJNA659851	SAMN15928616	S0083	BGT_GA03_GP13_055	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0083.R1.fastq.gz	S0083.R2.fastq.gz				
SRR12538534	SRP279131	new	PRJNA659851	SAMN15928617	S0084	BGT_GA03_GP13_056	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0084.R1.fastq.gz	S0084.R2.fastq.gz				
SRR12538533	SRP279131	new	PRJNA659851	SAMN15928618	S0085	BGT_GA03_GP13_057	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0085.R1.fastq.gz	S0085.R2.fastq.gz				
SRR12538532	SRP279131	new	PRJNA659851	SAMN15928619	S0086	BGT_GA03_GP13_058	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0086.R1.fastq.gz	S0086.R2.fastq.gz				
SRR12538531	SRP279131	new	PRJNA659851	SAMN15928620	S0087	BGT_GA03_GP13_059	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0087.R1.fastq.gz	S0087.R2.fastq.gz				
SRR12538530	SRP279131	new	PRJNA659851	SAMN15928621	S0088	BGT_GA03_GP13_060	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0088.R1.fastq.gz	S0088.R2.fastq.gz				
SRR12538599	SRP279131	new	PRJNA659851	SAMN15928622	S0089	BGT_GA03_GP13_061	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0089.R1.fastq.gz	S0089.R2.fastq.gz				
SRR12538598	SRP279131	new	PRJNA659851	SAMN15928623	S0090	BGT_GA03_GP13_062	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0090.R1.fastq.gz	S0090.R2.fastq.gz				
SRR12538597	SRP279131	new	PRJNA659851	SAMN15928624	S0091	BGT_GA03_GP13_063	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0091.R1.fastq.gz	S0091.R2.fastq.gz				
SRR12538596	SRP279131	new	PRJNA659851	SAMN15928625	S0092	BGT_GA03_GP13_064	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0092.R1.fastq.gz	S0092.R2.fastq.gz				
SRR12538595	SRP279131	new	PRJNA659851	SAMN15928626	S0093	BGT_GA03_GP13_065	SSU rRNA amplicon sequencing of mixed natural samples : Seawater samples from GEOTRACES GA03 section	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina HiSeq 2500	Whole-community (>0.2uM) seawater samples were amplified with 515Y/926R primers using PCR primers that contained Illumina adapters/barcodes. Resulting data includes both 16S and 18S sequences, which should be separated bioinformatically prior to ASV/OTU analysis. Data here has been demultiplexed allowing no mismatches to the Illumina reverse index (bcl2fastq) and the forward barcode (cutadapt).	fastq	S0093.R1.fastq.gz	S0093.R2.fastq.gz				
